Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
2,Takaful,Takaful Am General Berhad,,Shizal Fisham bin Ramli,Sharmini Perampalam,,Abd Ghafur Ahmad,Aaron Loo,Haniza Filzah Hayani Abu Haniffa
2,Takaful,Takaful IKHLAS Berhad,,Abd Ghafur Ahmad,Sharmini Perampalam,,Abd Ghafur Ahmad,Lee Kok Seong,Haniza Filzah Hayani Abu Haniffa
3,Development FIs,Tekun Nasional,,,Hj. Aishamuddin bin Zulkefli,Hj Mohamad Razman bin Razak,Jalilah Che Bidin,Hj. Muhammad Yusman bin Yusoff,Md Rukemi bin Ishak
2,Insurers,Tokio Marine Life Insurance Malaysia Bhd,,,Tham Kok Yoke,Andrew Ngou Chee Mun,Loh Chee Hoong,Nicholas Tan Chin Yau,Wong Kah Keong
4,E-Money,Touch 'n Go eWallet (TNG Digital Sdn Bhd),Suresh Balachandran,Dunstan Gerald Maurice,Lai Mee Fong,Dunstan Gerald Maurice,Dunstan Gerald Maurice,Desmond Chin Ye Foong,Hairul Imran
4,Card Schemes,Touch n Go Visa Prepaid Card,Suresh Balachandran,Dunstan Gerald Maurice,Lai Mee Fong,Dunstan Gerald Maurice,Dunstan Gerald Maurice,Desmond Chin Ye Foong,Hairul Imran
3,MSBs,Touch n Go eWallet Sdn Bhd,Suresh Balachandran,Dunstan Gerald Maurice,Lai Mee Fong,Dunstan Gerald Maurice,Dunstan Gerald Maurice,Desmond Chin Ye Foong,Hairul Imran
3,MSBs,ToyyibPay Sdn Bhd,,,,,,,
4,Card Schemes,UOB Lazada Visa Card,Tobias Gondrom,Tan Tii Lam,Chang Yeong Gung,Tan Tii Lam,Loke Chee Keen Daniel,Mohamad Fazli Bin Mohamad Sarujee,Wong See Hong Bill
1,Licensed Banks,UOB Malaysia Berhad,Tobias Gondrom,Tan Tii Lam,Chang Yeong Gung,Tan Tii Lam,Loke Chee Keen Daniel,Mohamad Fazli Bin Mohamad Sarujee,Wong See Hong Bill
3,MSBs,Wallex Sdn Bhd,,,,,"Dee Patria Adithana, GRCP",,
4,E-Money,WeChat Pay Malaysia (Tencent),,,,,,,
4,E-Money,WeChat Pay Malaysia Sdn Bhd,,,,,,,
3,MSBs,Wise (formerly TransferWise) Malaysia Sdn Bhd,,Jessica Winter,Emmanuel Thomassin,,Nita Patel,Harsh Sinha,
3,MSBs,Xendit Technologies (Malaysia) Sdn Bhd,,,,,,Bo Chen,
2,Insurers,Zurich Life Insurance Malaysia Berhad,,,,,,,Onn Kien Hoe
2,Takaful,Zurich Takaful Malaysia Berhad,,,,,,,Jan Yoke Lan
6,Fintech Registered,iPay88 (M) Sdn Bhd,Alex Wah,,,,,,
3,MSBs,iPay88 (Malaysia) Sdn Bhd,Alex Wah,,,,,,
1,Licensed Banks,Bank Muamalat Malaysia Berhad,Ts. Dr. Ismamuradi Abdul Kadir,Nasha Phedra binti Amin,Amirul Nasir Abdul Rahim,Hamidi A Razak,Wan Kamarudin Wan Omar,Ts. Megat Mohammad Faisal Khir Johari,Faidzuel Bin Zain
