Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
3,Development FIs,PUNB,,Ahmad Faisal Mohd Basir (Head Company Secretary & Governance) [Official: punb.com.my],Azman Abdullah (GM Finance & Transformation) [Official: punb.com.my],Mohd Sulaiman Khazali (Head Internal Audit & Risk Mgmt - combined) [Official: punb.com.my],Norasyikin Mansor (Head Legal Affairs) [Official: punb.com.my],,Mohd Sulaiman Khazali (Head Internal Audit & Risk Mgmt) [Official: punb.com.my]
4,Payment Operators,PayDirect (by PayNet),,,,,,,
4,Payment Operators,PayNet (PayNet Malaysia Sdn Bhd),CEO: Praveen Rajan (Chief Executive Officer) [Official: paynet.my/about-us/corporate-profile/leadership],,Tan Wei Tze (Chief Financial Officer) [Official: paynet.my],,,,Teh Lip Guan (Chief Technology Officer) [Official: paynet.my],
4,Card Schemes,PayNet Card (by PayNet),,,,,,,
5,GLC-Linked,Penang State Development Corporation (PSDC),,,,,,,
5,GLC-Linked,Permodalan BSN Berhad (PBSNB),,,,,,,
5,GLC-Linked,Permodalan Nasional Berhad (PNB),,,,,,,
5,GLC-Linked,Permodalan Negeri Selangor Berhad (PNSB),,,,,,,
2,Investment Banks,Phillip Securities (Malaysia) Sdn Bhd,,,,,,,
2,Insurers,Prudential Assurance Malaysia Berhad,CEO: Kelvin Ang (appointed Sep 2025); Chairman: Dato Seri Dr Md Hamzah bin Md Kassim [Official: prudential.com.my],,Ankur Bassi (Chief Financial Officer) [LinkedIn + TheOfficialBoard],Kamarul Hisham (Chief Risk Officer) [RocketReach],Idariah Idris (Head of Compliance) [RocketReach],,
2,Takaful,Prudential BSN Takaful Berhad,,,Kelvin Wong (Officer-in-Charge cum CFO) [Official: prubsn.com.my],,,,
1,Licensed Banks,Public Bank Berhad,,,Yik Sook Ling (CFO),Loh Jasmine (CRO),,Tay Ah Lek (Group CEO),
2,Investment Banks,Public Investment Bank Berhad,,,"Yik Sook Ling (CFO, Public Bank Group) [Official: publicbankgroup.com]","Jasmine Loh Sook Ling (CRO, Public Bank Group) [Official: publicbankgroup.com]","Tan Shien Doon (CCO, Public Bank Group) [Official: publicbankgroup.com]","Fam Yoke Fong (Senior GM, IT, Public Bank Group) [Official: publicbankgroup.com]","Lim Then Fui (Group Chief Internal Auditor, Public Bank Group) [Official: publicbankgroup.com]"
1,Licensed Banks,Public Islamic Bank Berhad,,,Yik Sook Ling (CFO) [Group-level: Public Bank],Loh Jasmine (CRO) [Group-level: Public Bank],Tan Shien Doon (CCO) [Group-level: Public Bank],"Fam Yoke Fong (Senior GM, IT) [Group-level: Public Bank]",Lim Then Fui (Group Chief Internal Auditor) [Group-level: Public Bank]
2,Insurers,QBE Insurance (Malaysia) Sdn Bhd,,,,,,,
1,Licensed Banks,RHB Bank Berhad,Soon Yap (CISO) [LinkedIn],Azman Shah Md Yaman (Group Chief Legal & Governance Officer),Mohamed Bin Rastam Shahrom (Group CFO),Dr Chong Han Hwee (Group CRO),Fazlina Mohamed Ghazalli (Group CCO),Wong Kwang Leh (Group CTO),Tan Boon Ching (Group Chief Internal Auditor)
2,Investment Banks,RHB Investment Bank Berhad,,Azman Shah Md Yaman (Group Chief Legal & Governance Officer) [Official: rhbgroup.com],Mohamed Bin Rastam Shahrom (Group CFO) [Official: rhbgroup.com],Dr Chong Han Hwee (Group CRO) [Official: rhbgroup.com],Fazlina Mohamed Ghazalli (Group CCO) [Official: rhbgroup.com],Wong Kwang Leh (Group CTO) [Official: rhbgroup.com],Tan Boon Ching (Group Chief Internal Auditor) [Official: rhbgroup.com]
1,Licensed Banks,RHB Islamic Bank Berhad,Soon Yap (CISO) [Group-level: RHB Bank],Azman Shah Md Yaman (Group Chief Legal & Governance Officer) [Group-level: RHB Bank],Mohamed Bin Rastam Shahrom (Group CFO) [Group-level: RHB Bank],Dr Chong Han Hwee (Group CRO) [Group-level: RHB Bank],Fazlina Mohamed Ghazalli (Group CCO) [Group-level: RHB Bank],Wong Kwang Leh (Group CTO) [Group-level: RHB Bank],Tan Boon Ching (Group Chief Internal Auditor) [Group-level: RHB Bank]
4,Card Schemes,RHB Shell Visa Card,,,,,,,
4,E-Money,Razer Pay (Razer Fintech),,,,,,,
4,E-Money,Razer Pay Malaysia Sdn Bhd,,,,,,,
6,Fintech Sandbox,Ryt Bank Berhad,,,,,,,
6,Fintech Sandbox,Ryt Bank Berhad (YTL Digital),,,,,,,
3,Development FIs,SME Bank Berhad,,,"Samad Majid Zain (CFO Nov 2021 - Jun 2026, now CEO as of 1 Jul 2026) [Official: smebank.com.my]",,Rosehamidi Kamaruddin (per RocketReach),,
5,GLC-Linked,Sabah State Financial Corporation (SSFC),,,,,,,
5,GLC-Linked,Sarawak State Financial Corporation (SSFC),,,,,,,
6,Fintech Sandbox,SeaBank Malaysia Berhad,,,,,,,
3,MSBs,SenangPay Sdn Bhd,,,,,,,
4,E-Money,Setel (PETRONAS Dagangan),,,,,,,
4,E-Money,Setel by PETRONAS Dagangan Berhad,,,,,,,
4,E-Money,ShopeePay (Monee Malaysia),,,,,,,
4,E-Money,ShopeePay Malaysia Sdn Bhd,,,,,,,
6,Fintech Sandbox,Soft Space Sdn Bhd,,,,,,,
1,Licensed Banks,Standard Chartered Bank Malaysia Berhad,,,Mushahid Syed (Interim CEO & CFO),Ong Gaik Ean (CRO),Irene Tan (Chief Compliance Officer),Joy Chowdhury (Chief Technology & Operations Officer),Praveen Sankaranarayan (Head of Audit)
4,Card Schemes,Standard Chartered Shopee Visa Card,,,,,,,
6,Fintech Registered,Stripe Payments Malaysia Sdn Bhd,,,,,,,
1,Licensed Banks,Sumitomo Mitsui Banking Corporation Malaysia Berhad,CEO: Atsuhide Shiojiri (Executive Director, CEO since April 2024; prev: Anand Mahadevan) [Official: SMBC Financial Statement Dec 2025 + Board PDF],,,,,,
2,Insurers,Sun Life Malaysia Assurance Berhad,,,Ho Teck Seng (President & CEO) [Official: sunlifemalaysia.com],,,,
5,GLC-Linked,Syarikat Jaminan Pembiayaan Perniagaan (SJPP),,,,,,,
2,Takaful,Syarikat Takaful Malaysia Berhad,,Shizal Fisham bin Ramli (Chief Governance Officer) [Official: takaful-malaysia.com.my],New Kheng Chee (Group CFO) [Official: takaful-malaysia.com.my],,,Nazaruddin Adha bin Md Noor (Chief Technology Officer) [Official: takaful-malaysia.com.my],
4,E-Money,TNG Digital Sdn Bhd,,,,,,,
3,Development FIs,Tabung Haji,CEO: Mustakim Mohamad (since 6 May 2025); Prev: Datuk Syed Hamadah Syed Othman [News: bharian.com.my],,Mustakim Mohamad (Group Exec Dir Finance -> CEO since 6 May 2025) [News: hmetro.com.my],,,,
2,Takaful,Takaful Am General Berhad,CEO: Mohamed Sabri bin Ramli (Chief Executive Officer) [Official: takaful-malaysia.com.my],Shizal Fisham bin Ramli (Chief Governance Officer) [Official: takaful-malaysia.com.my],New Kheng Chee (Group CFO - shared at STMB group level) [Official: takaful-malaysia.com.my],,Redzuan bin Abu (Head of Compliance) [Official: takaful-malaysia.com.my],Nazaruddin Adha bin Md Noor (Chief Technology Officer) [Official: takaful-malaysia.com.my],Zuhairi bin Ismail (Head of Internal Audit) [Official: takaful-malaysia.com.my]
2,Takaful,Takaful IKHLAS Berhad,,,"Dato' Rudy Rodzila Che Lamin (Interim President & Group CEO, MNRB/Takaful IKHLAS) [Official: mnrb.com.my]",,,,
3,Development FIs,Tekun Nasional,,,,,,,
2,Insurers,Tokio Marine Life Insurance Malaysia Bhd,,,Tham Kok Yoke (Chief Financial Officer) [Official: tokiomarine.com],,,,
4,E-Money,Touch 'n Go eWallet (TNG Digital Sdn Bhd),,,,,,,
4,Card Schemes,Touch n Go Visa Prepaid Card,,,,,,,
3,MSBs,Touch n Go eWallet Sdn Bhd,,,,,,,
3,MSBs,ToyyibPay Sdn Bhd,,,,,,,
4,Card Schemes,UOB Lazada Visa Card,,,,,,,
1,Licensed Banks,UOB Malaysia Berhad,,,Chang Yeong Gung (CFO),Tan Tii Lam (CRO),Loke Chee Keen Daniel (Head Compliance),Mohamad Fazli Bin Mohamad Sarujee (Head Technology & Operations),Wong See Hong Bill (Head Internal Audit)
3,MSBs,Wallex Sdn Bhd,,,,,,,
4,E-Money,WeChat Pay Malaysia (Tencent),,,,,,,
4,E-Money,WeChat Pay Malaysia Sdn Bhd,,,,,,,
3,MSBs,Wise (formerly TransferWise) Malaysia Sdn Bhd,,,,,,,
3,MSBs,Xendit Technologies (Malaysia) Sdn Bhd,,,,,,,
2,Insurers,Zurich Life Insurance Malaysia Berhad,,,"Pauline Teoh (CEO, appointed 1 Nov 2024) [Official: zurich.com.my]",,,,
2,Takaful,Zurich Takaful Malaysia Berhad,,,"Nur Fatihah Mustafa (CEO, Zurich Takaful) [Official: zurich.com.my]",,,,
6,Fintech Registered,iPay88 (M) Sdn Bhd,,,,,,,
3,MSBs,iPay88 (Malaysia) Sdn Bhd,,,,,,,
1,Licensed Banks,Bank Muamalat Malaysia Berhad,"CEO: Khairul Kamarudin (President and CEO, CEO of the Year 2024 GIFA) [News: nst.com.my, bernama.com]","Nasha Phedra binti Amin (Head, Legal & Secretarial) [Official: muamalat.com.my]",Amirul Nasir Abdul Rahim (Chief Financial Officer) [Official: muamalat.com.my],Hamidi A Razak (Chief Risk Officer) [Official: muamalat.com.my],Wan Kamarudin Wan Omar (Chief Compliance Officer) [Official: muamalat.com.my],Ts. Megat Mohammad Faisal Khir Johari (Chief Technology Officer) [Official: muamalat.com.my],Faidzuel Bin Zain (Chief Internal Auditor) [Official: muamalat.com.my]
