Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
4,Payment Operators,DuitNow (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - DuitNow is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - DuitNow is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
3,Development FIs,EXIM Bank Malaysia,"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB Group, CISO-equivalent) [Official: bpmb.com.my/about-us/leadership/, conf 80]","Wan Noorazli Maula Wan Suleiman (Head of Legal, Governance & Recovery) [Official: exim.com.my]; Mohammad Azam Ahmad (Group CRO) + Rohayati Talha (Group CCO) [Composite, BPMB Group] [Official: bpmb.com.my]","Hee Wei Jean (Group CFO, BPMB) [Official: bpmb.com.my/about-us/leadership]","Abdul Hadi Jusoh (Chief Risk Officer) [Official: exim.com.my]; Mohammad Azam Ahmad (Group CRO, BPMB) [Official: bpmb.com.my]","Nizam Samad (Chief Compliance Officer) [Official: exim.com.my]; Rohayati Talha (Group CCO, BPMB) [Official: bpmb.com.my]","Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB) [Official: bpmb.com.my/about-us/leadership]","Shahrul Farelli Zulkiffli (Chief Internal Auditor) [Official: exim.com.my]; Hasrul Farid Hasnan (Group Chief Internal Auditor, BPMB) [Official: bpmb.com.my]"
2,Insurers,Etiqa General Insurance Berhad,Devinder Singh Sardool Singh (CISO) [Official: etiqa.com],Nurliana Mat Lazim (CRO/Compliance - GRC) [Official: etiqa.com],Lee Hin Sze (CFO) [Official: etiqa.com],Nurliana Mat Lazim (Chief Risk & Compliance Officer) [Official: etiqa.com],Roslina Mohd Ramza (CCO) [Official: etiqa.com],Dennis Liu (CTO) [Official: etiqa.com],"Azian Ismail (Chief Audit Executive, Maybank Group) [Group-level: Maybank]"
2,Insurers,Etiqa Life Insurance Berhad,Devinder Singh Sardool Singh (CISO) [Official: etiqa.com],Nurliana Mat Lazim (CRO/Compliance - GRC) [Official: etiqa.com],Lee Hin Sze (CFO) [Official: etiqa.com],Nurliana Mat Lazim (Chief Risk & Compliance Officer) [Official: etiqa.com],Roslina Mohd Ramza (CCO) [Official: etiqa.com],Dennis Liu (CTO) [Official: etiqa.com],"Azian Ismail (Chief Audit Executive, Maybank Group) [Group-level: Maybank]"
2,Takaful,Etiqa Takaful Berhad,Devinder Singh Sardool Singh (CISO) [Official: etiqa.com],Nurliana Mat Lazim (CRO/Compliance - GRC) [Official: etiqa.com],Lee Hin Sze (CFO) [Official: etiqa.com],Nurliana Mat Lazim (Chief Risk & Compliance Officer) [Official: etiqa.com],Roslina Mohd Ramza (CCO) [Official: etiqa.com],Dennis Liu (CTO) [Official: etiqa.com],"Azian Ismail (Chief Audit Executive, Maybank Group) [Group-level: Maybank]"
4,Payment Operators,FPX (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - FPX is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]","Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - FPX is a PayNet product, inherited, conf 85]","Not publicly disclosed on PayNet leadership page [Official: paynet.my/about-us/corporate-profile/leadership.html — as of Jul 2026, conf 40]"
2,Insurers,FWD Insurance Berhad,NOT FOUND [Official: fwd.com.my/about-us/ins/meet-our-team (4 execs) + fwd.com.my/about-us/fmh/meet-our-team (9 execs) — no CISO listed. CISO function may report under COO (Tang Ai Hoong). conf 30],"Anita Menon (Chief Governance Officer) [Official: fwd.com.my/about-us/fmh/meet-our-team, conf 100]","Yeoh Eng Hun (Chief Financial Officer) [Official: fwd.com.my/about-us/ins/meet-our-team + fwd.com.my/about-us/fmh/meet-our-team, conf 100]","Anita Menon (Chief Governance Officer / Acting Head of Risk) [Official: fwd.com.my/about-us/ins/meet-our-team + fwd.com.my/about-us/fmh/meet-our-team, conf 100]","Anita Menon (Chief Governance Officer, oversees compliance) [Official: fwd.com.my/about-us/fmh/meet-our-team, conf 80]. FWD Takaful: Lim Weng Leong (Head of Compliance) [Official: fwd.com.my/about-us/tkfl/meet-our-team, conf 100]","NOT FOUND - FWD Malaysia leadership page lists 9 executives (CEO, CFO, COO, Chief Partnership Distribution, Chief Governance, CMO, CHRO, CSO, Head of IA); no CIO/CTO listed [Official: fwd.com.my/about-us/fmh/meet-our-team, conf 95]","Cheryl Lim (Head of Internal Audit) [Official: fwd.com.my/about-us/fmh/meet-our-team, conf 100]"
2,Takaful,Family Takaful Berhad,"Nazaruddin Adha bin Md Noor (Chief Technology Officer - CISO-equivalent) [Official: takaful-malaysia.com.my/en/about-us/our-leaders, conf 75 - CISO-equivalent, no dedicated CISO published]","Shizal Fisham bin Ramli (Chief Governance Officer) [takaful-malaysia.com.my, HIGH-90]","New Kheng Chee (Group CFO) [takaful-malaysia.com.my, HIGH-90]","Shizal Fisham Ramli (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 85 - note: same name appears at Takaful Malaysia GRC; cross-entity role]","Redzuan bin Abu [takaful-malaysia.com.my, HIGH-90]","Nazaruddin Adha bin Md Noor (CTO) [takaful-malaysia.com.my, HIGH-90]","Zuhairi bin Ismail (Chief Internal Auditor) [takaful-malaysia.com.my, HIGH-90]"
3,MSBs,G2G Online (Malaysia) Sdn Bhd,NOT FOUND [Malaysian MSB licensee; distinct from g2g.com gaming marketplace. No public leadership information. 0/7 target roles.],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90]
6,Fintech Sandbox,GX Bank Berhad,"NOT FOUND — Confirmed Jul 2026: Official leadership page (gxbank.my/our-leadership) lists CEO Kaushik Chowdhury (succeeded Lai Pei Si Jun 2025), CFO Kenneth Leong, CRO Kiyoka Thaam, CTO Nishant Sharma, Head of Compliance Nadia Farhan Noordin, Head of Internal Audit Karina Sivam, Deputy CEO/COO Hildah Hamzah — CISO not listed. conf 95",Kiyoka Thaam (CRO) + Nadia Farhan Noordin (Head of Compliance) [Official: gxbank.my],Kenneth Leong (Chief Financial Officer) [Official: gxbank.my/our-leadership],Kiyoka Thaam (Chief Risk Officer) [Official: gxbank.my/our-leadership],Nadia Farhan Noordin (Head of Compliance) [Official: gxbank.my/our-leadership],Nishant Sharma (Chief Technology Officer) [Official: gxbank.my/our-leadership],Karina Sivam (Head of Internal Audit) [Official: gxbank.my/our-leadership]
2,Takaful,General Takaful Berhad,NOT FOUND [Parent company Syarikat Takaful Malaysia Berhad leadership page (takaful-malaysia.com.my) does not list CISO. Cybersecurity may be centralized at group level. Conf 25],"Shizal Fisham bin Ramli (Chief Governance Officer) [takaful-malaysia.com.my, HIGH-90]","New Kheng Chee (Group CFO) [takaful-malaysia.com.my, HIGH-90]","NOT FOUND - No dedicated CRO; risk function covered by Shizal Fisham bin Ramli (Chief Governance Officer) at Takaful Malaysia group level [Official: takaful-malaysia.com.my, conf 80]","Redzuan bin Abu [takaful-malaysia.com.my, HIGH-90]","Nazaruddin Adha bin Md Noor (CTO) [takaful-malaysia.com.my, HIGH-90]","Zuhairi bin Ismail (Chief Internal Auditor) [takaful-malaysia.com.my, HIGH-90]"
2,Insurers,Generali Insurance Malaysia Berhad,"NOT FOUND [Generali Malaysia leadership page (generali.com.my/about-generali/leadership) lists 10 General Insurance SMT: Fabrice Benard (CEO), Lee Chee Fooi (CDO), Laurent Crouet (CTO), Alexander Teoh (CPO), Lim Tai Ching, Yeo I-Peng (CMO), Vivian Ho (CIA), Nor Hakimah Abdul Latiff (CCO), Haneeza Abdul Kadir (GC), Sirius Lim (AA). No CISO. AR 2024 control function hierarchy (Note 18b, p.91) lists CEO, CTO, CIO (Chief Insurance Officer), CPO, COS, CMO, GC, Head of Control Function, CIA, CCO, CRO, AA — no CISO. Source: generali.com.my/about-generali/leadership + Generali AR 2024, conf 95]",Haneeza Abdul Kadir (General Counsel) [Official: generali.com.my/about-generali/leadership - General Counsel oversees legal & governance functions for Generali Malaysia (GMI). Conf 85],Tony Lin (Chief Financial Officer) [Official: generali.com.my conf 90],Vincent Fong (Chief Risk Officer) [Official: generali.com.my conf 90],Nor Hakimah Abdul Latiff (Chief Compliance Officer) [Official: generali.com.my],Laurent Crouet (Chief Transformation Officer) [Official: generali.com.my conf 90],Vivian Ho (Chief Internal Auditor) [Official: generali.com.my]
2,Insurers,Generali Life Insurance Malaysia Berhad,"NOT FOUND [Generali Malaysia leadership page lists 12 Life Insurance SMT: Tony Lin (CFO), May Chan (COO), Steven Tong, Irene Gan, Vincent Fong (CRO), Grace Yew, Alex Chin (Chief Investment Officer), Lee Jo Wen, Teoh Seng Hong, Aw Teck Yee (Compliance), George Tan (IA), Tan Jian Wei. No CISO. Source: generali.com.my/about-generali/leadership, conf 90]",Vincent Fong (CRO) + Aw Teck Yee (Compliance) [Composite],Tony Lin (Chief Financial Officer) [Official: generali.com.my],Vincent Fong (Chief Risk Officer) [Official: generali.com.my],Aw Teck Yee (Head of Compliance & AML) [Official: generali.com.my],NOT FOUND - Generali Malaysia website (generali.com.my) returns 404 for /about-us; CIO not publicly listed [Conf 70],George Tan (Head of Internal Audit) [Official: generali.com.my]
3,MSBs,GrabPay Malaysia Sdn Bhd,NOT FOUND — CISO function managed at Grab group level (Singapore); not separately published for Malaysian entity,"NOT FOUND [Not publicly disclosed. Likely centralized at Grab Financial Group (regional) or Grab Holdings (Singapore) level. Sources: grab.com, Wikipedia, firecrawl agents.]","Peter Oey (Group CFO, Grab Holdings) [Wikipedia/Grab Holdings, conf 75 - Singapore HQ group-level, no Malaysia-specific CFO published] [INHERITED from Grab Holdings Group - parent]",NOT FOUND — CRO function managed at Grab group level (Singapore); not separately published for Malaysian entity,NOT FOUND — Compliance function managed at Grab group level (Singapore); not separately published for Malaysian entity,"Suthen Thomas Paradatheth (Group CTO, Grab Holdings) [Wikipedia/Grab Holdings, conf 75 - Singapore HQ group-level, no Malaysia-specific CTO published] [INHERITED from Grab Holdings Group - parent]",NOT FOUND — Internal audit function managed at Grab group level (Singapore); not separately published for Malaysian entity
2,Insurers,Great Eastern General Insurance (Malaysia) Berhad,"Vincent Chin (Division Head, Information Technology — CISO-equivalent for GE Group) [Official: greateasternlife.com/my/en/about-us/company-profile/our-leaders/key-executive.html, conf 70 — group-level IT head]",Liza Hanim Zainal Abidin (Legal/Compliance) + Audra Chung Kit Li (Audit),"Cheng Chuen Chee (Chief Financial Officer, assumed role Jul 2024) [Official: greateasternlife.com, conf 95]","Teo Chun Seng (Division Head, Risk Management) [Group role - Official: greateasternlife.com]",Liza Hanim Zainal Abidin,Vincent Chin,Audra Chung Kit Li
2,Insurers,Great Eastern Life Assurance (Malaysia) Berhad,"Vincent Chin — Division Head, Information Technology (CISO-equivalent: handles technology risk management & IT governance) [Official: greateasternlife.com/my/en/about-us/company-profile/our-leaders/key-executive.html] | conf 75 | No dedicated CISO role listed; IT division covers infosec function.","Liza Hanim Zainal Abidin (Division Head, Company Secretary and Legal) [Official: greateasternlife.com]","Loke Chang Yueh (CFO, joined 2013) [Official: greateasternlife.com]","Teo Chun Seng (Division Head of Risk Management, appointed 1 Jan 2023) [Official: greateasternlife.com]","Helen Quat Li Huang (Division Head of Compliance, appointed 1 Jan 2023) [Official: greateasternlife.com]","Vincent Chin (Head of IT, joined 2007) [Official: greateasternlife.com] + Gary Goh (MD for Group IT, appointed Jan 2025, group-level Singapore) [ET CIO SEA: ciosea.economictimes.indiatimes.com/news/corporate/great-eastern-life-appoints-gary-goh-as-its-md-for-group-it/117069702, conf 85 — former CTO at AIA Malaysia 6yrs, MetLife 14yrs]","Audra Chung Kit Li (Chief Internal Auditor, joined 2005) [Official: greateasternlife.com]"
2,Takaful,HSBC Amanah Takaful (Malaysia) Berhad,"Not publicly disclosed [Official: fwd.com.my & about.hsbc.com.my — as of Jul 2026, conf 25]","Not publicly disclosed [Official: fwd.com.my & about.hsbc.com.my — as of Jul 2026, conf 25]","Muhammad Afiq bin Hamzah (Acting Chief Financial Officer) [Official: fwd.com.my/about-us/tkfl/meet-our-team, conf 95 — confirmed. Title is ""Acting CFO""]","Not publicly disclosed [Official: fwd.com.my & about.hsbc.com.my — as of Jul 2026, conf 25]","Lim Weng Leong (Head of Compliance) [Official: fwd.com.my/about-us/tkfl/meet-our-team, conf 95 — confirmed. 1 of 6 executive management team members]","Not publicly disclosed [Official: fwd.com.my & about.hsbc.com.my — as of Jul 2026, conf 25]","Not publicly disclosed [Official: fwd.com.my & about.hsbc.com.my — as of Jul 2026, conf 25]"
1,Licensed Banks,HSBC Bank Malaysia Berhad,"Not publicly disclosed on HSBC Malaysia website (board, about, leadership pages checked) [Official: about.hsbc.com.my — as of Jul 2026, conf 45]","Brian McGuire (Chief Risk & Compliance Officer) [TheOfficialBoard]; CEO: Dato Omar Siddiq (CEO and Head of Banking) [Official: hsbc.com.my, conf 95]",Elly Neoh (CFO),Brian McGuire (Chief Risk & Compliance Officer) [TheOfficialBoard],Brian McGuire (Chief Compliance Officer) [TheOfficialBoard],Mei Ling Soo (CIO),"Not publicly disclosed on HSBC Malaysia website (board, about, leadership pages checked) [Official: about.hsbc.com.my — as of Jul 2026, conf 45]"
2,Insurers,Hong Leong Assurance Berhad,Low Tek Chee — Chief Technology Officer (CISO-equivalent) [Official: hla.com.my/en/know-us/leadership.html] | conf 75 | No dedicated CISO/Head of Information Security role among 13 executives. CTO is closest equivalent.,Lim Mei Gie (CRO) + Lee Noushi (Compliance) [Composite],"Ong Kheng Heng (Chief Financial Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Lim Mei Gie (Chief Risk Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Lee Noushi (Head of Legal and Chief Compliance Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Low Tek Chee (Chief Technology Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]",Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong]
4,Card Schemes,Hong Leong Bank AirMiles Card,"Dr. Simon Hoh (CISO) [TheOrg: theorg.com/org/hong-leong-bank/org-chart/dr-simon-hoh, conf 65] [INHERITED from Hong Leong Bank Berhad - product brand governance]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite] [INHERITED from Hong Leong Bank Berhad - product brand governance],Malkit Singh (CFO) [The Org - unverified] [INHERITED from Hong Leong Bank Berhad - product brand governance],Justin Soong (Group CRO) [RocketReach] [INHERITED from Hong Leong Bank Berhad - product brand governance],Jack Babani (CCO) [The Org - unverified] [INHERITED from Hong Leong Bank Berhad - product brand governance],William Streitberg (Chief Info & Tech Officer) [The Org] [INHERITED from Hong Leong Bank Berhad - product brand governance],Chua Yew Lim (Chief Internal Auditor) [Official CG Report] [INHERITED from Hong Leong Bank Berhad - product brand governance]
1,Licensed Banks,Hong Leong Bank Berhad,"Dr. Simon Hoh (CISO) [TheOrg: theorg.com/org/hong-leong-bank/org-chart/dr-simon-hoh, conf 65]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],Malkit Singh (CFO) [The Org - unverified],Justin Soong (Group CRO) [RocketReach],Jack Babani (CCO) [The Org - unverified],William Streitberg (Chief Info & Tech Officer) [The Org],Chua Yew Lim (Chief Internal Auditor) [Official CG Report]
2,Investment Banks,Hong Leong Investment Bank Berhad,"Dr. Simon Hoh (Group CISO) [Group-level: Hong Leong Bank, TheOrg: theorg.com/org/hong-leong-bank/org-chart/dr-simon-hoh, conf 60 - HL Capital AR 2025 lists 7 KSM members, no CISO; inherited from HLB group]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],"San Kah Yee (Chief Financial Officer, HLIB) [Official: HL Capital AR 2025 Key Senior Management (hlib.com.my/Files/AnnualReports/HL_Capital_AR2025.pdf), conf 95 — entity-specific CFO for HLIB. Previous group-level fill Malkit Singh is HL Bank Group CFO; AR 2025 confirms San Kah Yee as HLIB CFO]",Justin Soong (Group CRO) [Group-level: Hong Leong Bank],Jack Babani (CCO) [Group-level: Hong Leong Bank],William Streitberg (Chief Info & Tech Officer) [Group-level: Hong Leong Bank],Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong Bank]
1,Licensed Banks,Hong Leong Islamic Bank Berhad,"Dr. Simon Hoh (CISO) [Group-level: Hong Leong Bank, TheOrg, conf 60]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],Malkit Singh (CFO) [Group-level: Hong Leong Bank],Justin Soong (Group CRO) [Group-level: Hong Leong Bank],Jack Babani (CCO) [Group-level: Hong Leong Bank],William Streitberg (Chief Info & Tech Officer) [Group-level: Hong Leong Bank],Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong Bank]
3,MSBs,I.Destinasi Sdn Bhd (IDSB),NOT FOUND [Malaysian MSB licensee. No public leadership information. 0/7 target roles.],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90]
1,Licensed Banks,ICBC (Malaysia) Berhad,"NOT FOUND — ICBC Malaysia website (icbc.com.my) DNS unresolved. CISO function managed at ICBC group level (China). malaysia.icbc.com.cn directors page lists 5 directors, no CISO. [Sources: icbc.com.my (DNS fail), malaysia.icbc.com.cn, conf 80]","NOT FOUND — ICBC Malaysia directors page (malaysia.icbc.com.cn) lists 5 directors, no Senior Management page. GRC function likely at ICBC group level (China). [Official: malaysia.icbc.com.cn/en/column/1438058793782362235.html, conf 80]","Geng Hao (MD/CEO, also Director primarily responsible for financial management per AR 2024 Statutory Declaration) [Official: ICBC Malaysia AR 2024, conf 95]",NOT FOUND — ICBC Malaysia website DNS unresolved; malaysia.icbc.com.cn lists directors only. CRO function managed at ICBC group level (China). 16 years of Pillar 3 Disclosures (2010-2025) do not name a CRO. [Conf 80],"Liau Cheek [RocketReach, conf 55 — could not verify with official source. ICBC MY website and Pillar 3 PDF (31 Dec 2025) do not mention any compliance officer by name. Downgraded from conf 65.]",NOT FOUND — ICBC Malaysia website DNS unresolved; malaysia.icbc.com.cn + 16 years of Pillar 3 Disclosures + 16 years of quarterly financial statements do not name a CIO/Head of IT. CIO function at ICBC group level (China). [Conf 80],NOT FOUND — ICBC Malaysia website DNS unresolved; internal audit managed at ICBC group level (China). Pillar 3 Disclosures reference internal audit function but do not name head. [Conf 80]
3,MSBs,Instarem Sdn Bhd,NOT FOUND [Official: nium.com/about-us (7 global execs) — no global or Malaysia-specific CISO listed. CISO function overseen by CTO (Sekhar Cidambi). conf 30],NOT FOUND [Official: nium.com/about-us — no Malaysia-specific Head of GRC. Global Chief Risk and Compliance Officer (Amaresh Mohan) functionally covers GRC for all Nium markets including Malaysia. conf 35],"Andre Mancl (Chief Financial Officer, Nium global) [Official: nium.com/about-us, conf 95]","Amaresh Mohan (Chief Risk and Compliance Officer, Nium global) [Official: nium.com/about-us, conf 95]","Amaresh Mohan (Chief Risk and Compliance Officer, Nium global) [Official: nium.com/about-us, conf 95]","Sekhar Cidambi (Chief Technology Officer, Nium global) [Official: nium.com/about-us, conf 95]",NOT FOUND [Official: nium.com/about-us — no global or Malaysia-specific Head of Internal Audit listed. Likely outsourced or below C-suite. conf 25]
5,GLC-Linked,Iskandar Waterfront City,"NOT FOUND [Small Bursa-listed property developer (code 8256-A, iwcity.com.my). Management team confirmed: Executive Vice Chairman Tan Sri Dato' Lim Kang Hoo, Executive Director Mr Lim Chen Herng, COO Mr Lim Fang Ching (iwcity.com.my, conf 95). 0/7 target C-suite roles - small developer, no dedicated CFO/CRO/CISO/CIO/Compliance/IA/GRC.]","NOT FOUND [Iskandar Waterfront City is a property developer, not a financial institution. Target roles not applicable. conf 90]","NOT FOUND [Iskandar Waterfront City is a property developer, not a financial institution. Target roles not applicable. conf 90]","NOT FOUND [Iskandar Waterfront City is a property developer, not a financial institution. Target roles not applicable. conf 90]","NOT FOUND [Iskandar Waterfront City is a property developer, not a financial institution. Target roles not applicable. conf 90]","NOT FOUND [Iskandar Waterfront City is a property developer, not a financial institution. Target roles not applicable. conf 90]","NOT FOUND [Iskandar Waterfront City is a property developer, not a financial institution. Target roles not applicable. conf 90]"
1,Licensed Banks,J.P. Morgan Chase Bank Malaysia Berhad,"NOT FOUND — J.P. Morgan Malaysia CISO function managed at APAC/group level; not published for local entity (J.P. Morgan Malaysia leadership page 404, Jul 2025)","NOT FOUND [Same sources checked as CISO. No Head of GRC named in any JPM Malaysia official source. Sources: jpmorgan.com/MY/en/about-us CG statements 2019-2025, conf 40]",NOT FOUND — J.P. Morgan Malaysia CFO function managed at APAC group level; not published for local entity,NOT FOUND — J.P. Morgan Malaysia CRO function managed at APAC group level; not published for local entity,"Gail Koh De Josselin (Executive Director; CCO SE Asia) [Official CG Statement FY2024, conf 85]","NOT FOUND [Same sources checked. No CIO/Head of IT named in any JPM Malaysia official source. Sources: jpmorgan.com/MY/en/about-us CG statements 2019-2025, conf 40]",NOT FOUND — J.P. Morgan Malaysia internal audit managed at APAC group level; not published for local entity
2,Investment Banks,JCL Corporation Sdn Bhd,"ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). No Bursa/SSM record. Likely mislabel or placeholder.]","ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). Not a Bursa/SSM registered investment bank. Conf 90]","ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). Not a Bursa/SSM registered investment bank. Conf 90]","ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). Not a Bursa/SSM registered investment bank. Conf 90]","ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). Not a Bursa/SSM registered investment bank. Conf 90]","ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). Not a Bursa/SSM registered investment bank. Conf 90]","ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). Not a Bursa/SSM registered investment bank. Conf 90]"
6,Fintech Sandbox,Jirnexu (M) Sdn Bhd,"NOT FOUND [Jirnexu: 51-200 employees, Bangsar South KL. Behind RinggitPlus.com & CompareHero. LinkedIn notable employee: Ali Fancy - role unconfirmed. Founded 2012. Source: linkedin.com/company/jirnexu/]","NOT FOUND [Jirnexu: 51-200 employees, Bangsar South KL. Behind RinggitPlus.com & CompareHero. LinkedIn notable employee: Ali Fancy - role unconfirmed. Founded 2012. Source: linkedin.com/company/jirnexu/]","NOT FOUND [Jirnexu: 51-200 employees, Bangsar South KL. Behind RinggitPlus.com & CompareHero. LinkedIn notable employee: Ali Fancy - role unconfirmed. Founded 2012. Source: linkedin.com/company/jirnexu/]","NOT FOUND [Jirnexu: 51-200 employees, Bangsar South KL. Behind RinggitPlus.com & CompareHero. LinkedIn notable employee: Ali Fancy - role unconfirmed. Founded 2012. Source: linkedin.com/company/jirnexu/]","NOT FOUND [Jirnexu: 51-200 employees, Bangsar South KL. Behind RinggitPlus.com & CompareHero. LinkedIn notable employee: Ali Fancy - role unconfirmed. Founded 2012. Source: linkedin.com/company/jirnexu/]","NOT FOUND [Jirnexu: 51-200 employees, Bangsar South KL. Behind RinggitPlus.com & CompareHero. LinkedIn notable employee: Ali Fancy - role unconfirmed. Founded 2012. Source: linkedin.com/company/jirnexu/]","NOT FOUND [Jirnexu: 51-200 employees, Bangsar South KL. Behind RinggitPlus.com & CompareHero. LinkedIn notable employee: Ali Fancy - role unconfirmed. Founded 2012. Source: linkedin.com/company/jirnexu/]"
