Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
4,Payment Operators,DuitNow (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]",NOT FOUND [Inherited from PayNet parent. No combined GRC head. Sources: paynet.my leadership/committees pages.],"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - DuitNow is a PayNet product, inherited, conf 85]","NOT FOUND [Inherited from PayNet parent. CRO not named on PayNet leadership page. Sources: paynet.my leadership/committees pages, firecrawl agents.]",NOT FOUND [Inherited from PayNet parent. Compliance via Integrity Unit. Sources: paynet.my corporate-governance page.],"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - DuitNow is a PayNet product, inherited, conf 85]",NOT FOUND [Inherited from PayNet parent. Group Audit Committee oversees IA. Head not named. Sources: paynet.my leadership/committees pages.]
3,Development FIs,EXIM Bank Malaysia,"Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB Group, CISO-equivalent) [Official: bpmb.com.my/about-us/leadership/, conf 80]","Wan Noorazli Maula Wan Suleiman (Head of Legal, Governance & Recovery) [Official: exim.com.my]; Mohammad Azam Ahmad (Group CRO) + Rohayati Talha (Group CCO) [Composite, BPMB Group] [Official: bpmb.com.my]","Hee Wei Jean (Group CFO, BPMB) [Official: bpmb.com.my/about-us/leadership]","Abdul Hadi Jusoh (Chief Risk Officer) [Official: exim.com.my]; Mohammad Azam Ahmad (Group CRO, BPMB) [Official: bpmb.com.my]","Nizam Samad (Chief Compliance Officer) [Official: exim.com.my]; Rohayati Talha (Group CCO, BPMB) [Official: bpmb.com.my]","Hairil Izwar Abd Rahman (Group Chief Digital & Technology Officer, BPMB) [Official: bpmb.com.my/about-us/leadership]","Shahrul Farelli Zulkiffli (Chief Internal Auditor) [Official: exim.com.my]; Hasrul Farid Hasnan (Group Chief Internal Auditor, BPMB) [Official: bpmb.com.my]"
2,Insurers,Etiqa General Insurance Berhad,Devinder Singh Sardool Singh (CISO) [Official: etiqa.com],Nurliana Mat Lazim (CRO/Compliance - GRC) [Official: etiqa.com],Lee Hin Sze (CFO) [Official: etiqa.com],Nurliana Mat Lazim (Chief Risk & Compliance Officer) [Official: etiqa.com],Roslina Mohd Ramza (CCO) [Official: etiqa.com],Dennis Liu (CTO) [Official: etiqa.com],"Azian Ismail (Chief Audit Executive, Maybank Group) [Group-level: Maybank]"
2,Insurers,Etiqa Life Insurance Berhad,Devinder Singh Sardool Singh (CISO) [Official: etiqa.com],Nurliana Mat Lazim (CRO/Compliance - GRC) [Official: etiqa.com],Lee Hin Sze (CFO) [Official: etiqa.com],Nurliana Mat Lazim (Chief Risk & Compliance Officer) [Official: etiqa.com],Roslina Mohd Ramza (CCO) [Official: etiqa.com],Dennis Liu (CTO) [Official: etiqa.com],"Azian Ismail (Chief Audit Executive, Maybank Group) [Group-level: Maybank]"
2,Takaful,Etiqa Takaful Berhad,Devinder Singh Sardool Singh (CISO) [Official: etiqa.com],Nurliana Mat Lazim (CRO/Compliance - GRC) [Official: etiqa.com],Lee Hin Sze (CFO) [Official: etiqa.com],Nurliana Mat Lazim (Chief Risk & Compliance Officer) [Official: etiqa.com],Roslina Mohd Ramza (CCO) [Official: etiqa.com],Dennis Liu (CTO) [Official: etiqa.com],"Azian Ismail (Chief Audit Executive, Maybank Group) [Group-level: Maybank]"
4,Payment Operators,FPX (by PayNet),"Meling Mudin (Chief Information Security Officer, PayNet group) [Inherited from PayNet parent per v5.5 leadership-inheritance precedent. Source: Star Cybersecurity Summit 2025 speaker page + LinkedIn + ZoomInfo; conf 95]",NOT FOUND [Inherited from PayNet parent. Sources: paynet.my leadership pages.],"Tan Wei Tze (Chief Financial Officer, PayNet) [PayNet leadership - FPX is a PayNet product, inherited, conf 85]",NOT FOUND [Inherited from PayNet parent. CRO not named. Sources: paynet.my leadership/committees pages.],NOT FOUND [Inherited from PayNet parent. Sources: paynet.my corporate-governance page.],"Teh Lip Guan (Chief Technology Officer, PayNet) [PayNet leadership - FPX is a PayNet product, inherited, conf 85]",NOT FOUND [Inherited from PayNet parent. Sources: paynet.my leadership/committees pages.]
2,Insurers,FWD Insurance Berhad,NOT FOUND [Official: fwd.com.my/about-us/ins/meet-our-team (4 execs) + fwd.com.my/about-us/fmh/meet-our-team (9 execs) — no CISO listed. CISO function may report under COO (Tang Ai Hoong). conf 30],"Anita Menon (Acting Head of Risk, oversees governance) [Official: fwd.com.my/about-us/ins/meet-our-team, conf 80]","Yeoh Eng Hun (Chief Financial Officer) [Official: fwd.com.my/about-us/ins/meet-our-team, conf 95]","Anita Menon (Acting Head of Risk) [Official: fwd.com.my/about-us/ins/meet-our-team, conf 95]","Anita Menon (Chief Governance Officer, oversees compliance) [Official: fwd.com.my/about-us/fmh/meet-our-team, conf 65 - same person as Head of GRC; Chief Governance Officer title covers compliance function]",NOT FOUND [Official: fwd.com.my/about-us/ins/meet-our-team + fwd.com.my/about-us/fmh/meet-our-team — no CIO listed. CIO function may be combined with COO (Tang Ai Hoong). conf 30],"Cheryl Lim (Head of Internal Audit) [Official: fwd.com.my, conf 75 - not on current leadership page]"
2,Takaful,Family Takaful Berhad,"Nazaruddin Adha bin Md Noor (Chief Technology Officer - CISO-equivalent) [Official: takaful-malaysia.com.my/en/about-us/our-leaders, conf 75 - CISO-equivalent, no dedicated CISO published]","Shizal Fisham bin Ramli (Chief Governance Officer) [takaful-malaysia.com.my, HIGH-90]","New Kheng Chee (Group CFO) [takaful-malaysia.com.my, HIGH-90]","Shizal Fisham Ramli (Chief Risk Officer) [Malaysian Insurance Directory 2025/2026, conf 85 - note: same name appears at Takaful Malaysia GRC; cross-entity role]","Redzuan bin Abu [takaful-malaysia.com.my, HIGH-90]","Nazaruddin Adha bin Md Noor (CTO) [takaful-malaysia.com.my, HIGH-90]","Zuhairi bin Ismail (Chief Internal Auditor) [takaful-malaysia.com.my, HIGH-90]"
3,MSBs,G2G Online (Malaysia) Sdn Bhd,NOT FOUND [Malaysian MSB licensee; distinct from g2g.com gaming marketplace. No public leadership information. 0/7 target roles.],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90],NOT FOUND [G2G Online is a government-to-government platform. No public C-suite leadership data available. conf 90]
6,Fintech Sandbox,GX Bank Berhad,"NOT FOUND [GXBank leadership page (gxbank.my) names CEO Kaushik Chowdhury + Deputy CEO/COO Hildah Hamzah but no CISO. Digital bank CISO function likely combined with CTO. Sources: gxbank.my, conf 35]",Kiyoka Thaam (CRO) + Nadia Farhan Noordin (Head of Compliance) [Official: gxbank.my],Kenneth Leong (Chief Financial Officer) [Official: gxbank.my/our-leadership],Kiyoka Thaam (Chief Risk Officer) [Official: gxbank.my/our-leadership],Nadia Farhan Noordin (Head of Compliance) [Official: gxbank.my/our-leadership],Nishant Sharma (Chief Technology Officer) [Official: gxbank.my/our-leadership],Karina Sivam (Head of Internal Audit) [Official: gxbank.my/our-leadership]
6,Fintech Sandbox,GXBank Berhad,"NOT FOUND [Same entity as GX Bank Berhad — duplicate row. CISO not publicly listed. Sources: gxbank.my, conf 35]",Kiyoka Thaam (CRO) + Nadia Farhan Noordin (Head of Compliance) [Official: gxbank.my],Kenneth Leong (Chief Financial Officer) [Official: gxbank.my/our-leadership],Kiyoka Thaam (Chief Risk Officer) [Official: gxbank.my/our-leadership],Nadia Farhan Noordin (Head of Compliance) [Official: gxbank.my/our-leadership],Nishant Sharma (Chief Technology Officer) [Official: gxbank.my/our-leadership],Karina Sivam (Head of Internal Audit) [Official: gxbank.my/our-leadership]
2,Takaful,General Takaful Berhad,NOT FOUND [Parent company Syarikat Takaful Malaysia Berhad leadership page (takaful-malaysia.com.my) does not list CISO. Cybersecurity may be centralized at group level. Conf 25],"Shizal Fisham bin Ramli (Chief Governance Officer) [takaful-malaysia.com.my, HIGH-90]","New Kheng Chee (Group CFO) [takaful-malaysia.com.my, HIGH-90]",NOT FOUND [Parent company Syarikat Takaful Malaysia Berhad does not list a CRO on leadership page. Risk function may sit under Chief Governance Officer (Shizal Fisham bin Ramli) but unconfirmed. Conf 20],"Redzuan bin Abu [takaful-malaysia.com.my, HIGH-90]","Nazaruddin Adha bin Md Noor (CTO) [takaful-malaysia.com.my, HIGH-90]","Zuhairi bin Ismail (Chief Internal Auditor) [takaful-malaysia.com.my, HIGH-90]"
2,Insurers,Generali Insurance Malaysia Berhad,"NOT FOUND [Checked: generali.com.my (no leadership page exists - confirmed via sitemap, robots.txt, multiple URL attempts), AFFIN Group page affingroup.com/en/generali (Management Team tab content loads via JavaScript, not capturable), LinkedIn (requires login). Annual report PDF not publicly accessible. Conf 25.]",Haneeza Abdul Kadir (General Counsel) [Official: generali.com.my/about-generali/leadership - General Counsel oversees legal & governance functions for Generali Malaysia (GMI). Conf 85],Tony Lin (Chief Financial Officer) [Official: generali.com.my conf 90],Vincent Fong (Chief Risk Officer) [Official: generali.com.my conf 90],Nor Hakimah Abdul Latiff (Chief Compliance Officer) [Official: generali.com.my],Laurent Crouet (Chief Transformation Officer) [Official: generali.com.my conf 90],Vivian Ho (Chief Internal Auditor) [Official: generali.com.my]
2,Insurers,Generali Life Insurance Malaysia Berhad,NOT FOUND [Generali Malaysia leadership page (generali.com.my/about-generali/leadership) does not list CISO for GML. Cybersecurity likely centralized at Generali Group regional level. Conf 25],Vincent Fong (CRO) + Aw Teck Yee (Compliance) [Composite],Tony Lin (Chief Financial Officer) [Official: generali.com.my],Vincent Fong (Chief Risk Officer) [Official: generali.com.my],Aw Teck Yee (Head of Compliance & AML) [Official: generali.com.my],NOT FOUND [Generali Malaysia Life Insurance (GML) senior management does not list CIO/CTO. Technology may fall under group Chief Transformation Officer (Laurent Crouet at GMI). Conf 25],George Tan (Head of Internal Audit) [Official: generali.com.my]
4,E-Money,GrabPay (Grab Malaysia),"NOT FOUND [No executive directory on consumer-facing grab.com sites. CISO likely centralized at Grab Holdings (Singapore) group level. Sources: grab.com/my/, grab.com, Wikipedia Grab Holdings, firecrawl agents.]","NOT FOUND [Not publicly disclosed. Likely centralized at Grab Financial Group (regional) or Grab Holdings (Singapore) level. Sources: grab.com, Wikipedia, firecrawl agents.]","Peter Oey (Group CFO, Grab Holdings) [Wikipedia/Grab Holdings, conf 75 - Singapore HQ group-level, no Malaysia-specific CFO published]","NOT FOUND [Not publicly disclosed. Likely centralized at Grab Holdings group level. Sources: grab.com, Wikipedia, firecrawl agents.]","NOT FOUND [Per BNM e-money issuer requirements, GrabPay Malaysia must have local 'Senior Officer Responsible for Compliance' registered with BNM, but not publicly disclosed. Sources: grab.com, firecrawl agents.]","Suthen Thomas Paradatheth (Group CTO, Grab Holdings) [Wikipedia/Grab Holdings, conf 75 - Singapore HQ group-level, no Malaysia-specific CTO published]","NOT FOUND [Not publicly disclosed. Likely centralized at Grab Holdings group level. Sources: grab.com, firecrawl agents.]"
3,MSBs,GrabPay Malaysia Sdn Bhd,"NOT FOUND [GrabPay = Grab Holdings (Nasdaq:GRAB) digital payments arm, BNM e-money issuer. grab.com/my has no leadership names. Parent CEO: Anthony Tan, COO: Alex Hungate (Wikipedia, conf 85, non-target). CFO NOT VERIFIABLE - SEC EDGAR 20-F + investors.grab.com blocked by antibot in research session. Grab Financial Group owns GrabPay; no separate leadership published. 0/7 target roles verified.]","NOT FOUND [Not publicly disclosed. Likely centralized at Grab Financial Group (regional) or Grab Holdings (Singapore) level. Sources: grab.com, Wikipedia, firecrawl agents.]","Peter Oey (Group CFO, Grab Holdings) [Wikipedia/Grab Holdings, conf 75 - Singapore HQ group-level, no Malaysia-specific CFO published] [INHERITED from Grab Holdings Group - parent]","NOT FOUND [Not publicly disclosed. Likely centralized at Grab Holdings group level. Sources: grab.com, Wikipedia, firecrawl agents.]","NOT FOUND [Per BNM e-money issuer requirements, GrabPay Malaysia must have local 'Senior Officer Responsible for Compliance' registered with BNM, but not publicly disclosed. Sources: grab.com, firecrawl agents.]","Suthen Thomas Paradatheth (Group CTO, Grab Holdings) [Wikipedia/Grab Holdings, conf 75 - Singapore HQ group-level, no Malaysia-specific CTO published] [INHERITED from Grab Holdings Group - parent]","NOT FOUND [Not publicly disclosed. Likely centralized at Grab Holdings group level. Sources: grab.com, firecrawl agents.]"
2,Insurers,Great Eastern General Insurance (Malaysia) Berhad,"NOT FOUND [No dedicated CISO. COO Jarron Khoo Eng Siong oversees ""operations and technology"". Source: greateasternlife.com/my/en/about-us/company-profile/our-leaders/key-executive.html]",Liza Hanim Zainal Abidin (Legal/Compliance) + Audra Chung Kit Li (Audit),"Cheng Chuen Chee (Chief Financial Officer, assumed role Jul 2024) [Official: greateasternlife.com, conf 95]","Teo Chun Seng (Division Head, Risk Management) [Group role - Official: greateasternlife.com]",Liza Hanim Zainal Abidin,Vincent Chin,Audra Chung Kit Li
2,Insurers,Great Eastern Life Assurance (Malaysia) Berhad,"Vincent Chin — Division Head, Information Technology (CISO-equivalent: handles technology risk management & IT governance) [Official: greateasternlife.com/my/en/about-us/company-profile/our-leaders/key-executive.html] | conf 75 | No dedicated CISO role listed; IT division covers infosec function.","Liza Hanim Zainal Abidin (Division Head, Company Secretary and Legal) [Official: greateasternlife.com]","Loke Chang Yueh (CFO, joined 2013) [Official: greateasternlife.com]","Teo Chun Seng (Division Head of Risk Management, appointed 1 Jan 2023) [Official: greateasternlife.com]","Helen Quat Li Huang (Division Head of Compliance, appointed 1 Jan 2023) [Official: greateasternlife.com]","Vincent Chin (Head of IT, joined 2007) [Official: greateasternlife.com]","Audra Chung Kit Li (Chief Internal Auditor, joined 2005) [Official: greateasternlife.com]"
2,Takaful,HSBC Amanah Takaful (Malaysia) Berhad,"NOT FOUND [CISO not on official 6-executive team page (fwd.com.my). 6 execs: CEO, Acting CFO, Chief Partnership Distribution Officer, Head of Agency, Head of Compliance, Head of Shariah. Sources: fwd.com.my, conf 35]","NOT FOUND [No Head of GRC on official team page. Sources: fwd.com.my, conf 35]","Muhammad Afiq bin Hamzah (Acting Chief Financial Officer) [Official: fwd.com.my/about-us/tkfl/meet-our-team, conf 95 — confirmed. Title is ""Acting CFO""]","NOT FOUND [No CRO on official team page. Risk Committee TOR PDF linked but no named CRO. Sources: fwd.com.my, conf 35]","Lim Weng Leong (Head of Compliance) [Official: fwd.com.my/about-us/tkfl/meet-our-team, conf 95 — confirmed. 1 of 6 executive management team members]","NOT FOUND [No CIO/CTO on official team page. Sources: fwd.com.my, conf 35]","NOT FOUND [No Head of IA on official team page. Audit Committee TOR PDF linked but no named CAE. Sources: fwd.com.my, conf 35]"
1,Licensed Banks,HSBC Bank Malaysia Berhad,"NOT FOUND [Checked: HSBC Malaysia Board of Directors page (about.hsbc.com.my), HSBC Malaysia 2024 + 2025 Annual Report PDFs (186 pages each), HSBC Malaysia 2025 Pillar 3 Disclosures. Country CISO role not publicly disclosed. Conf 80.]","Brian McGuire (Chief Risk & Compliance Officer) [TheOfficialBoard]; CEO: Dato Omar Siddiq (CEO and Head of Banking) [Official: hsbc.com.my, conf 95]",Elly Neoh (CFO),Brian McGuire (Chief Risk & Compliance Officer) [TheOfficialBoard],Brian McGuire (Chief Compliance Officer) [TheOfficialBoard],Mei Ling Soo (CIO),NOT FOUND [Checked: HSBC 2024 + 2025 Annual Reports mention Global Internal Audit (GIA) function with Audit Committee oversight (Chair: Datin Seri Sunita Mei-Lin Rajakumar) but do not name country Head of Internal Audit / Chief Auditor. Conf 80.]
2,Insurers,Hong Leong Assurance Berhad,Low Tek Chee — Chief Technology Officer (CISO-equivalent) [Official: hla.com.my/en/know-us/leadership.html] | conf 75 | No dedicated CISO/Head of Information Security role among 13 executives. CTO is closest equivalent.,Lim Mei Gie (CRO) + Lee Noushi (Compliance) [Composite],"Ong Kheng Heng (Chief Financial Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Lim Mei Gie (Chief Risk Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Lee Noushi (Head of Legal and Chief Compliance Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]","Low Tek Chee (Chief Technology Officer) [Official: hla.com.my/en/know-us/leadership.html, conf 95]",Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong]
4,Card Schemes,Hong Leong Bank AirMiles Card,"Dr. Simon Hoh (CISO) [TheOrg: theorg.com/org/hong-leong-bank/org-chart/dr-simon-hoh, conf 65] [INHERITED from Hong Leong Bank Berhad - product brand governance]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite] [INHERITED from Hong Leong Bank Berhad - product brand governance],Malkit Singh (CFO) [The Org - unverified] [INHERITED from Hong Leong Bank Berhad - product brand governance],Justin Soong (Group CRO) [RocketReach] [INHERITED from Hong Leong Bank Berhad - product brand governance],Jack Babani (CCO) [The Org - unverified] [INHERITED from Hong Leong Bank Berhad - product brand governance],William Streitberg (Chief Info & Tech Officer) [The Org] [INHERITED from Hong Leong Bank Berhad - product brand governance],Chua Yew Lim (Chief Internal Auditor) [Official CG Report] [INHERITED from Hong Leong Bank Berhad - product brand governance]
1,Licensed Banks,Hong Leong Bank Berhad,"Dr. Simon Hoh (CISO) [TheOrg: theorg.com/org/hong-leong-bank/org-chart/dr-simon-hoh, conf 65]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],Malkit Singh (CFO) [The Org - unverified],Justin Soong (Group CRO) [RocketReach],Jack Babani (CCO) [The Org - unverified],William Streitberg (Chief Info & Tech Officer) [The Org],Chua Yew Lim (Chief Internal Auditor) [Official CG Report]
2,Investment Banks,Hong Leong Investment Bank Berhad,"NOT FOUND [No CISO in Annual Report 2024 ""Key Senior Management"" (8 people). Website is JS SPA. Source: hlib.com.my/Files/AnnualReports/HL_Capital_AR2024.pdf]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],Malkit Singh (CFO) [Group-level: Hong Leong Bank],Justin Soong (Group CRO) [Group-level: Hong Leong Bank],Jack Babani (CCO) [Group-level: Hong Leong Bank],William Streitberg (Chief Info & Tech Officer) [Group-level: Hong Leong Bank],Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong Bank]
1,Licensed Banks,Hong Leong Islamic Bank Berhad,"Dr. Simon Hoh (CISO) [Group-level: Hong Leong Bank, TheOrg, conf 60]",Justin Soong (CRO) + Jack Babani (Compliance) [Group-level composite],Malkit Singh (CFO) [Group-level: Hong Leong Bank],Justin Soong (Group CRO) [Group-level: Hong Leong Bank],Jack Babani (CCO) [Group-level: Hong Leong Bank],William Streitberg (Chief Info & Tech Officer) [Group-level: Hong Leong Bank],Chua Yew Lim (Chief Internal Auditor) [Group-level: Hong Leong Bank]
3,MSBs,I.Destinasi Sdn Bhd (IDSB),NOT FOUND [Malaysian MSB licensee. No public leadership information. 0/7 target roles.],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90],NOT FOUND [I.Destinasi Sdn Bhd (IDSB) has no public online presence. No C-suite leadership data available. conf 90]
1,Licensed Banks,ICBC (Malaysia) Berhad,"NOT FOUND [ICBC MY Directors page (malaysia.icbc.com.cn) names MD/CEO Geng Hao (appointed 26 Sep 2024) but no CISO. BNM Pillar 3 Disclosure 31 Dec 2025 has no Senior Management page. Sources: malaysia.icbc.com.cn, BNM Pillar 3, conf 35]","NOT FOUND [Official: malaysia.icbc.com.cn/en/column/1438058793782362235.html (Directors page, 5 directors) — no Senior Management page exists. BNM Pillar 3 Disclosure 31 Dec 2025 names only CEO as attestee. conf 35]",NOT FOUND [Official: malaysia.icbc.com.cn + BNM Pillar 3 Disclosure 31 Dec 2025 + 16 years of GP8 quarterly filings — CFO not named in any public source. CEO (Geng Hao) is only executive director on Board. conf 35],"NOT FOUND [BOARD-LEVEL RECLASSIFICATION: Sum Leng Kuang is Chairman of Board Risk Management Committee (board-level, not executive CRO). The actual executive CRO is NOT publicly disclosed. Previous entry at conf 85 was board-level, not executive. Sources: malaysia.icbc.com.cn Directors page, conf 40]","Liau Cheek [RocketReach, conf 55 — could not verify with official source. ICBC MY website and Pillar 3 PDF (31 Dec 2025) do not mention any compliance officer by name. Downgraded from conf 65.]",NOT FOUND [Official: malaysia.icbc.com.cn + 16 years of Pillar 3 Disclosures (2010-2025) + 16 years of quarterly financial results — CIO not named in any public source. conf 35],"NOT FOUND [Official directors page (malaysia.icbc.com.cn) lists 5 board directors only - Chin Chee Kong is Chairman of Audit Committee (board-level oversight, not executive CAE). No executive Head of IA publicly disclosed. Conf 40]"
3,MSBs,Instarem Sdn Bhd,NOT FOUND [Official: nium.com/about-us (7 global execs) — no global or Malaysia-specific CISO listed. CISO function overseen by CTO (Sekhar Cidambi). conf 30],NOT FOUND [Official: nium.com/about-us — no Malaysia-specific Head of GRC. Global Chief Risk and Compliance Officer (Amaresh Mohan) functionally covers GRC for all Nium markets including Malaysia. conf 35],"Andre Mancl (Chief Financial Officer, Nium global) [Official: nium.com/about-us, conf 95]","Amaresh Mohan (Chief Risk and Compliance Officer, Nium global) [Official: nium.com/about-us, conf 95]","Amaresh Mohan (Chief Risk and Compliance Officer, Nium global) [Official: nium.com/about-us, conf 95]","Sekhar Cidambi (Chief Technology Officer, Nium global) [Official: nium.com/about-us, conf 95]",NOT FOUND [Official: nium.com/about-us — no global or Malaysia-specific Head of Internal Audit listed. Likely outsourced or below C-suite. conf 25]
5,GLC-Linked,Iskandar Waterfront City,"NOT FOUND [Small Bursa-listed property developer (code 8256-A, iwcity.com.my). Management team confirmed: Executive Vice Chairman Tan Sri Dato' Lim Kang Hoo, Executive Director Mr Lim Chen Herng, COO Mr Lim Fang Ching (iwcity.com.my, conf 95). 0/7 target C-suite roles - small developer, no dedicated CFO/CRO/CISO/CIO/Compliance/IA/GRC.]","NOT FOUND [Iskandar Waterfront City is a property developer, not a financial institution. Target roles not applicable. conf 90]","NOT FOUND [Iskandar Waterfront City is a property developer, not a financial institution. Target roles not applicable. conf 90]","NOT FOUND [Iskandar Waterfront City is a property developer, not a financial institution. Target roles not applicable. conf 90]","NOT FOUND [Iskandar Waterfront City is a property developer, not a financial institution. Target roles not applicable. conf 90]","NOT FOUND [Iskandar Waterfront City is a property developer, not a financial institution. Target roles not applicable. conf 90]","NOT FOUND [Iskandar Waterfront City is a property developer, not a financial institution. Target roles not applicable. conf 90]"
1,Licensed Banks,J.P. Morgan Chase Bank Malaysia Berhad,"NOT FOUND [Checked 7 CG statements (2019-2025), 4 financial reports (2016-2018), 1 climate disclosure, LinkedIn/web searches. CG statements mention 9-10 Senior Management members but do NOT name them individually. No CISO named in any official JPM Malaysia source. Sources: jpmorgan.com/MY/en/about-us, conf 40]","NOT FOUND [Same sources checked as CISO. No Head of GRC named in any JPM Malaysia official source. Sources: jpmorgan.com/MY/en/about-us CG statements 2019-2025, conf 40]","NOT FOUND [4Q2023/4Q2024/4Q2025 Financial Reports (which contain the statutory ""Statement by CEO and Officer primarily responsible for financial management"" naming the CFO) consistently FAIL to scrape. 2016-2018 reports scrape but signing pages excluded. CFO name likely exists in 4Q reports but inaccessible. Sources: jpmorgan.com/MY/en/about-us financial reports, conf 42]","NOT FOUND [Same sources checked. No CRO named in any JPM Malaysia official source. Sources: jpmorgan.com/MY/en/about-us CG statements 2019-2025, conf 40]","Gail Koh De Josselin (Executive Director; CCO SE Asia) [Official CG Statement FY2024, conf 85]","NOT FOUND [Same sources checked. No CIO/Head of IT named in any JPM Malaysia official source. Sources: jpmorgan.com/MY/en/about-us CG statements 2019-2025, conf 40]","NOT FOUND [Same sources checked. No Head of Internal Audit named in any JPM Malaysia official source. Sources: jpmorgan.com/MY/en/about-us CG statements 2019-2025, conf 40]"
2,Investment Banks,JCL Corporation Sdn Bhd,"ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). No Bursa/SSM record. Likely mislabel or placeholder.]","ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). Not a Bursa/SSM registered investment bank. Conf 90]","ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). Not a Bursa/SSM registered investment bank. Conf 90]","ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). Not a Bursa/SSM registered investment bank. Conf 90]","ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). Not a Bursa/SSM registered investment bank. Conf 90]","ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). Not a Bursa/SSM registered investment bank. Conf 90]","ENTITY NON-EXISTENT AS LICENSED INVESTMENT BANK [No match on BNM licensed investment banks list (CIMB IB, Maybank IB, RHB IB, Kenanga IB, AmInvestment, Affin Hwang, Hong Leong IB, Public IB, M&A Securities, KAF IB). Not a Bursa/SSM registered investment bank. Conf 90]"
6,Fintech Sandbox,Jirnexu (M) Sdn Bhd,NOT FOUND [Operates RinggitPlus.com and CompareHero. Founded 2012 KL. ringgitplus.com DNS-fails (Cloudflare 1016). Founders (Ramanuja/Rohit Maheshwari) reported but unverified (conf 50). 0/7 target roles.],NOT FOUND [Jirnexu (CompareHero/RinggitPlus) does not publicly list C-suite executives beyond founders. No public data for target roles. conf 85],NOT FOUND [Jirnexu (CompareHero/RinggitPlus) does not publicly list C-suite executives beyond founders. No public data for target roles. conf 85],NOT FOUND [Jirnexu (CompareHero/RinggitPlus) does not publicly list C-suite executives beyond founders. No public data for target roles. conf 85],NOT FOUND [Jirnexu (CompareHero/RinggitPlus) does not publicly list C-suite executives beyond founders. No public data for target roles. conf 85],NOT FOUND [Jirnexu (CompareHero/RinggitPlus) does not publicly list C-suite executives beyond founders. No public data for target roles. conf 85],NOT FOUND [Jirnexu (CompareHero/RinggitPlus) does not publicly list C-suite executives beyond founders. No public data for target roles. conf 85]
